review_id,target,prediction,rouge-1,rouge-2,rouge-L,bert_score
CD004329,,"In cancer patients with febrile neutropenia, the initial antibiotic therapy with aminoglycosides is superior to the standard combination of beta-blockers and amikacin. There is insufficient evidence to determine whether or not imipenem-cilastatin is equivalent or equivalent to current empirical treatment options for the treatment of febrile neutropenia. There was no evidence to suggest that aminoglycosides is more effective than combination therapy in terms of reducing the duration of infection, the rate of clinical cure or adverse effects when compared with the same antibiotic regimen.",0.0,0.0,0.0,0.0
CD007667,,"This review suggests that the new atrial natriuretic peptide is beneficial in the treatment of postoperative ARF following cardiac surgery, but it is not clear which patients benefit from this treatment. However, most studies included in this review were small and of poor methodological quality. Further well-designed, high quality RCTs are needed to confirm or refute the long-term benefits and harms of this new intervention.",0.0,0.0,0.0,0.0
CD007960,,"There is some evidence that once daily tobramycin is more effective than three-times daily tobramycin for the treatment of Pseudomonas aeruginosa infection in people with cystic fibrosis. However, there is no evidence of a difference in clinical outcomes between the two drugs. There is a need for more high quality, well-designed randomised controlled trials that compare different doses of once daily and thrice-daily tobramycin regimens.",0.0,0.0,0.0,0.0
CD007253,,Minilaparotomy appears to be the most effective surgical intervention for the removal of adnexal cysts. There is insufficient evidence to support the routine use of laparoscopic cystectomy as a first-line approach to the management of this condition.,0.0,0.0,0.0,0.0
CD004574,,"There is insufficient evidence to determine whether probiotics are effective in the treatment of recurrent Clostridium difficile disease. There is a need for more high quality, well-designed randomised controlled trials with adequate numbers of participants to determine the effect of probiotics on applicants.
[Note: The six citations in the awaiting classification section of the review may alter the conclusions of the new review once assessed.]",0.0,0.0,0.0,0.0
CD001321,,"The available data do not support the routine administration of supplementary oxygen to women undergoing elective regional anaesthesia for increasing maternal and fetal oxygenation during elective cesarean section under spinal anaesthesia.
[Note: The 23 citations in the awaiting classification section of the review may alter the conclusions of this review once assessed. Until further evidence is available, the use of oxygen supplementation for elective cesarean sections under regional anaesthesia is not justified. There is a need for more high quality, well-designed randomised clinical trials with long-term outcomes.",0.0,0.0,0.0,0.0
CD004296,,"The present systematic review suggests that antispastic drugs are an effective treatment for spasticity in people with multiple sclerosis, but the conclusions are tentative due to the small number of participants included in this review. There is insufficient evidence to determine which type of antispastic agent is the most appropriate for relieving spasticity in the treatment of people with MS. Large, well-designed RCTs are needed to assess the effects of these drugs on patient-reported outcomes, including well-being and intoxication symptoms.",0.0,0.0,0.0,0.0
CD004959,,"There is insufficient evidence from randomised controlled trials to support the routine use of prophylactic antibiotics in the treatment of open and closedcyclophosphamide fractures. There is a need for more high quality, adequately powered, well-designed randomised clinical trials with long-term follow up to determine which patients are most likely to benefit from this treatment.",0.0,0.0,0.0,0.0
CD001871,,"Epinephrine and corticosteroids are effective in reducing the length of hospital admission and the development of respiratory distress in young children with acute bronchiolitis who are treated in the pediatric emergency department. However, there is no evidence of a difference in the risk of serious adverse events when nebulised corticosteroids are compared with placebo. The clinical significance of this effect needs to be evaluated in further studies. There is a need for more high quality, adequately powered, well-designed randomised controlled trials that evaluate the long-term effects of corticosteroids in children with bronchiolitis.",0.0,0.0,0.0,0.0
CD004040,,"On the basis of the findings of this review, we conclude that further randomised clinical trials are needed to confirm this. There is a need for more methodologically rigorous randomised controlled trials with long-term follow up to assess the risk of stroke and recurrent ischemic stroke after a first event of cervical arteries dissection.",0.0,0.0,0.0,0.0
CD004808,,"There is insufficient evidence to support the use of formoterol dry powder in the treatment of COPD. There is a need for further high quality randomised controlled trials with adequate numbers of patients and studies with adequate follow-up periods to determine the optimal dose, timing and duration of treatment for this therapy.",0.0,0.0,0.0,0.0
CD002058,,There is no clear evidence that dorsal penile nerve block (EMLA) provides better pain relief for circumcision procedure time compared with no treatment. There is insufficient evidence to determine which method of anesthesia is the most effective for alleviating pain after circumcision.,0.0,0.0,0.0,0.0
CD001704,,"There is no evidence to support the use of non-pharmacological interventions for pain relief during the first two weeks after the procedure for painful procedures in neonates. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with adequate power to evaluate the efficacy of these interventions.",0.0,0.0,0.0,0.0
CD001496,,There is insufficient evidence from randomised controlled trials to support or refute the routine use of beta-blockers for the treatment of patients with chest tubes after coronary artery bypass surgery.,0.0,0.0,0.0,0.0
CD007641,,"There is a lack of evidence from randomised controlled trials to support the use of mass topical interventions for preventing trachoma in children aged two to 35 years with clean faces. There is a need for high quality, well-designed, conducted and reported randomised trials to address the impact of such interventions on children' perception of trachoma. A single face at two or more visits may be protective for severe trachoma but the odds ratio for the prevalence of trachoma was 0.95% Cl 0.40-0.97) compared with the face only.",0.0,0.0,0.0,0.0
CD009607,,"There is insufficient evidence from randomised controlled trials to determine whether the addition of continuous or intermittent androgen ablation to intermittent androgen deprivation improves survival in patients with advanced locally advanced prostate cancer. Further randomised clinical trials with long-term follow up are needed. Such trials should be reported according to the CONSORT guidelines (www.consort-statement.org/).
[Note: The seven citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD004544,,"There is a common side effect of toxoid for the prevention and treatment of tetanus%,atorum. However, there is insufficient evidence to support the routine use of one injection over another.",0.0,0.0,0.0,0.0
CD006579,,"We found no significant differences between the drugs for either measure of efficacy at two or three years of follow-up or time to first seizure. There is insufficient evidence to determine which treatment is the most appropriate for treating tonic-clonic seizures, and there is some evidence to suggest that phenobarbitone is more effective than carbamazepine or carbamazepine as first choice treatment.",0.0,0.0,0.0,0.0
CD003248,,"There is insufficient evidence to support the routine use of diuretics as a diuretic for patients with mild to moderate heart failure. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up to determine the optimal dose and duration of diuretics for the treatment of patients with heart failure secondary to CHD.",0.0,0.0,0.0,0.0
CD004437,,"There is insufficient evidence to determine which forms of yoga therapy is the most appropriate for treating OCD. There is a need for more high quality, well-designed randomised controlled trials that evaluate the use of yoga techniques for patients with OCD. Future trials should be conducted before definitive conclusions can be made regarding the long-term efficacy of different forms of treatment.",0.0,0.0,0.0,0.0
CD003161,,"There is no evidence to support the use of caffeine in the treatment of asthma. However, there is some evidence that caffeine has a small beneficial effect on quality of life and is associated with increased side effects. There is a need for more high quality, well-designed and reported long-term randomised controlled trials to assess the effects of caffeine on spirometry and exercise-induced bronchoconstriction in patients with asthma.
[Note: The three citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD008084,,"There is insufficient evidence to support the use of NSAIDs for the development of PD. Nonsteroidal anti-inflammatory drugs (NSAIDs) should not be used for the prevention of PD in clinical practice, but it is unclear whether this is associated with a higher incidence of Parkinson's disease. There is a need for more high quality, adequately powered, well-designed and reported randomised controlled trials investigating the effect of NSAIDs on PD.",0.0,0.0,0.0,0.0
CD008320,,"At present, there is insufficient evidence to support the use of CAI as maintenance therapy for patients with quiescent ulcerative colitis. Further randomised clinical trials with adequate trial methodology and adequate duration of follow up are needed.",0.0,0.0,0.0,0.0
CD004064,,"There is insufficient evidence to support the use of high-dose chemotherapy with stem cell transplantation as part of the treatment of refractory disease in patients with malignant fibrous histiTootha. There is a need for further well designed, adequately powered, randomised clinical trials with long-term follow up to determine which patients are most likely to benefit from this intervention.",0.0,0.0,0.0,0.0
CD003432,,There is no evidence to support the use of amoxycillin in the treatment of asymptomatic bacteriuria in pregnancy. Single-dose treatment is not inferior to conventional therapy; future study is needed to find the best single-dose regimen.,0.0,0.0,0.0,0.0
CD000277,,"There is insufficient evidence to support the routine use of mild hypothermia as a supplement to moderate treatment for patients with cardiac arrest. Hypothermia may be associated with improved survival when compared with no treatment. There is a need for more high quality, well-designed randomised clinical trials with adequate numbers of participants to evaluate the effects of hypothermia for survivors of cardiac arrest with ventricular fibrillation or other vascular resistance.",0.0,0.0,0.0,0.0
CD007842,,"There is insufficient evidence from randomised controlled trials to support or refute the use of theophylline for the treatment of symptomatic apnea of prematurity. Further well-designed, adequately powered RCTs are required to determine whether or not to assess the effectiveness of this intervention for symptomatic apnea should be tested in clinical practice.",0.0,0.0,0.0,0.0
CD005963,,"There is some evidence that multidisciplinary interventions to promote the use of antibiotics to patients with CAP reduce the risk of mortality and C. difficile-associated infections. However, the quality of the evidence was not strong enough to be influenced by publication bias. There is a need for more high quality, adequately powered, well-designed randomised controlled trials that examine the effects of multidisciplinary interventions on reducing the incidence of antibiotic resistance, such as antibiotics resistant to the empirical therapy, for patients with severe CAP.",0.0,0.0,0.0,0.0
CD007557,,"There is insufficient evidence to support the routine use of abciximab in the treatment of acute ischaemic stroke. However, there is a need for further high quality randomised controlled trials with adequate power to evaluate its efficacy, safety and effectiveness.",0.0,0.0,0.0,0.0
CD006212,,"There is insufficient evidence to support the use of medical record reminder for osteoporosis management after fracture. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with adequate power to evaluate the effect of this intervention.",0.0,0.0,0.0,0.0
CD004976,,"There is currently no evidence to support the routine use of prophylactic chemotherapy for the treatment of coronary artery disease in high-risk patients. However, these results should be interpreted with caution due to the small numbers of patients and the small number of patients included in the studies. There is a need for more randomised clinical trials with long-term follow up to determine which patients should be treated with different types of chemotherapy.
[Note: The three citations in the awaiting classification section of the review may alter the conclusions of generic review once assessed.]",0.0,0.0,0.0,0.0
CD003320,,"There is insufficient evidence from randomised controlled trials to support or refute the use of azathioprine as a treatment for generalised moderate MG. There is a need for more high quality, adequately powered, double-blind, placebo-controlled trials to assess the effect of azathioprine compared with other commonly used preventative drugs. In view of the modest number of patients, methodological shortcomings and poor reporting, no conclusions can be drawn regarding the effectiveness and safety of these drugs.
[Note: The three citations in the awaiting classification section of the review may alter the conclusions of generic review once assessed.]",0.0,0.0,0.0,0.0
CD005112,,There is insufficient evidence from randomised controlled trials to determine which plant is the most effective treatment for hepatitis B surface antigen in asymptomatic chronic carriers.,0.0,0.0,0.0,0.0
CD001706,,There is insufficient evidence to support or refute the routine use of amniotic membrane transplantation as a medical agent to prevent epithelial healing in people with burns. There is a need for further high quality RCTs to evaluate the role of this intervention in the treatment of burns.,0.0,0.0,0.0,0.0
CD004236,,"There is insufficient evidence to determine which method of surgery is the most appropriate for treating patients with clavicle fractures in terms of reducing the time to union, delayed union, operative time to post-operative outcome and other complication rates. Large, well-designed randomised controlled trials are needed to assess the effectiveness of different types of surgery for treating people with clavicle and poor quality of life.",0.0,0.0,0.0,0.0
CD001863,,"The effects of quality improvement interventions on the use of evidence-based preventive services delivery in primary care are poorly documented. There is a need for more high quality, well-designed randomised controlled trials that explicitly addresses the effect of the intervention on the number of tests requested by primary care physicians.",0.0,0.0,0.0,0.0
CD004762,,There is insufficient evidence to support the effectiveness of assertiveness consultation for improving self-reported stress and assertiveness levels of stress in professional populations. There is a need for more high quality studies with larger sample sizes and longer follow-up periods that assess the effect of assertiveness training compared with other types of consultation.,0.0,0.0,0.0,0.0
CD008054,,This review found no significant superiority of 2 g/kg of IVIG over 5% albumin for the treatment of moderate to severe MG. The optimal dose of intravenous immunoglobulin is associated with a clinically meaningful improvement in MG clinical scores greater than 10% and a decreased MG weakness at day three. There is insufficient evidence to determine whether or not IVIG is more effective than plasma exchange or plasma exchange alone for treating chronic MG.,0.0,0.0,0.0,0.0
CD004655,,"There is insufficient evidence to support the use of fluoride toothpaste as a treatment for the development of dental caries in children and young people.
[Note: The three citations in the awaiting classification section of the review may alter the conclusions of the included trials. One new RCT did not change the conclusions. There is an urgent need for high-quality, well designed, conducted and reported long-term randomised controlled trials that evaluate the effects of topical and behavioural treatments for dental caries.",0.0,0.0,0.0,0.0
CD008502,,"N-acetylcysteine is effective in reducing the risk of all-cause mortality in critically ill patients. However, there is no evidence for differences in any other clinical outcome between NAC and other interventions. N-acetylcysteine appears to be more effective than placebo in attenuating cardiopulmonary bypass-related acute renal failure in high-risk cardiac surgery patients.",0.0,0.0,0.0,0.0
CD001257,,"Loxapine succinate is an effective treatment for moderate to severe schizophrenia, but is associated with a significant reduction in the incidence of adverse events. However, it is not clear whether it has an effect on quality of life or symptom control. There is a need for further well designed, adequately powered and well-designed randomised controlled trials with long-term follow-up to assess the benefits and harms of loxapine for people with schizophrenia.",0.0,0.0,0.0,0.0
CD004851,,"There is insufficient evidence to support the use of laparoscopic nissen fundoplication as an effective treatment for gastro-oesophageal reflux disease. There is a need for more high quality, well-designed randomised clinical trials with long-term follow up to determine which patients are most likely to benefit from GORD treatment.",0.0,0.0,0.0,0.0
CD004315,,"Caffeine does not appear to reduce the number of preterm infants with recurrent apnea or facilitate extubation; positive pressure positive pressure ventilation. However, there is insufficient evidence to recommend the use of prophylactic caffeine as a treatment for preterm infants. Further well-designed RCTs are needed to assess the benefits and harms associated with caffeine.
[Note: The four citations in the awaiting classification section of the review may alter the conclusions of the new review once assessed.]",0.0,0.0,0.0,0.0
CD004379,,"The laparoscopic hysterectomy seems to be as safe and effective as the laparotomy approach for the treatment of early stage endometrial cancer. The laparoscopic hysterectomy may be superior to total abdominal hysterectomy in terms of operative time, operative time without compromising, and hospital stay in women with poorly differentiated pelvic lymph node dissection, but it does not differ significantly from the conventional abdominal approach. The procedure is associated with less blood loss and higher blood loss rates; however, it was not associated with a longer hospital stay. There was no evidence of a difference in the rate of serious adverse events associated with the laparoscopic hysterectomy compared to the laparotomy procedure. Further well-designed randomised clinical trials with long-term follow up are required.",0.0,0.0,0.0,0.0
CD005287,,"There is insufficient evidence to recommend the use of auditory stimulation as a gait-training intervention for patients with Parkinson's disease. A single RCT of six months after the end of the intervention showed no significant difference between the two types of techniques, but this conclusion can only be tentative aware that the trials were too small to detect clinically meaningful differences between the different techniques. There is a need for more high quality, adequately powered, well-designed randomised controlled trials to assess the effectiveness of these different techniques in the management of PD.",0.0,0.0,0.0,0.0
CD004680,,There is insufficient evidence to support or refute the use of a face-to-face second-line treatment for the prevention of youth who receive human immunodeficiency virus (HIV) test results and posttest counseling. Further research is needed to assess the impact of different types of telephone notification on youth's quality of life and health outcomes.,0.0,0.0,0.0,0.0
CD006687,,"This review provides some evidence that a short-term bilateral arm training intervention reduces the movement time of the upper limb in the hemiplegic arm and improves functional gains in the upper extremity in patients with stroke. However, it is not clear which type of arm training is the most effective. There is a need for further high quality randomised controlled trials with long-term follow up to determine the relative effectiveness of the various types of bilateral and unilateral arm training approaches.",0.0,0.0,0.0,0.0
CD001728,,"This review provides some evidence that adjuvant chemotherapy plus post-operative radiotherapy improves both survival and disease-free survival in patients with localised stage III or locally advanced NSCLC. However, it is associated with a higher incidence of serious adverse events and a lower incidence of clinically meaningful toxicity.",0.0,0.0,0.0,0.0
CD004591,,"There is insufficient evidence from randomised controlled trials to support or refute the routine use of chest physiotherapy in the treatment of acute bronchiolitis. There is a need for more high quality, well designed, well conducted and reported long-term randomised trials to evaluate the benefits and harms associated with this intervention. Such trials should be reported according to the CONSORT guidelines (www.consort-statement.org/).
[Note: The four citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD007629,,There is some evidence to support the use of a universal preventive intervention to reduce alcohol use among high-risk adolescents. There is a need for more high-quality studies investigating the long-term effectiveness of this intervention. Further research is needed to assess the effects of such interventions on the prevalence of alcohol and other problem-solving skills related to youth and their parents.,0.0,0.0,0.0,0.0
CD008007,,There is insufficient evidence to support the use of TENS as an effective analgesic for treating pain during labour and birth. The application of TENS on specific acupuncture points could be a non-invasive adjunct for pain relief in the first stage of labour but the equivocal findings in terms of factors associated with pain relief points to the need for apparatus more specifically designed to cope with the special characteristics of the pain of labour.,0.0,0.0,0.0,0.0
CD000566,,"This review found no evidence to support the use of botulinum toxin in the treatment ofbuffered. There is a need for more high quality, well-designed, adequately powered, double-blind, placebo-controlled, parallel-group studies that compare botulinum toxin with placebo for treatingbuffered.",0.0,0.0,0.0,0.0
CD005168,,"There is insufficient evidence to support or refute the routine use of calcium and D supplementation for people with cystic fibrosis to reduce the risk of death or deterioration of bone mineral density. There is a need for more well designed, adequately powered, double-blind, placebo-controlled RCTs to assess the effects of this intervention.",0.0,0.0,0.0,0.0
CD000148,,"There is no evidence to support the use of diazepam for the treatment of tetanus in childhood. There is a clear need for more studies with well designed, well conducted and reported long-term randomised controlled trials with adequate power to investigate the effect of diazepam on tetanus.",0.0,0.0,0.0,0.0
CD009215,,There is no evidence to support the routine use of pelvic brachytherapy in the treatment of women with FIGO stage-1 endometrial cancer who have lower recurrence rates and disease-free survival. There is a need for more randomised clinical trials with long-term follow up to determine if postoperative brachytherapy is more effective than surgery alone for the prevention of treatment-related morbidity and mortality in these patients.,0.0,0.0,0.0,0.0
CD004423,,"Covert bacteriuria does not appear to have a clear effect on the rate of infection in children under 24 months. There is no evidence to support the routine screening treatment for children with cobert bacteriuria.
[Note: The six citations in the awaiting classification section of the review may alter the conclusions of the technique once assessed.]",0.0,0.0,0.0,0.0
CD006269,,"We found no evidence to support the use of botulinum toxin injection for the treatment of achalasia. However, it is associated with a significant reduction in dysphagia-free state and improvement in symptom scores. There is a need for more randomised clinical trials with larger sample sizes to compare the long-term effects of injection with that of balloon dilation.",0.0,0.0,0.0,0.0
CD003315,,There is insufficient evidence to support or refute the routine use of occlusal splint techniques in the treatment of moderate to severe sleep bruxism. There is a need for further high quality randomised controlled trials with long-term follow up to determine which patients are most likely to benefit from this intervention. A large scale methodologically rigorous randomised controlled trial is needed to assess the efficacy and safety of different types of splints.,0.0,0.0,0.0,0.0
CD007679,,"There is insufficient evidence from randomised controlled trials to determine whether the tubal ring is more effective than the spring-loaded clip as a first-line intervention for sterilization. There is a need for more high quality, adequately powered, well-designed randomised clinical trials with long-term follow up.",0.0,0.0,0.0,0.0
CD006893,,"There is insufficient evidence to support or refute the use of a combination of topical and systemic treatments for non-specific low-back pain. However, there is some evidence that topical or systemic treatments are more effective than placebo for acute and chronic non-Oc pain, however, the quality of the evidence is low. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up to assess the effectiveness and safety of these treatments.",0.0,0.0,0.0,0.0
CD010119,,"PEG+E is significantly more effective than placebo, and appears to be safe and well tolerated in the treatment of functional constipation in children. There is insufficient evidence to support the use of polyethylene glycol as a treatment for children with constipation.",0.0,0.0,0.0,0.0
CD002923,,"There is insufficient evidence from randomised controlled trials to determine whether progestogen-only contraceptives are superior to progestogen contraceptives with other injectable DMPA users for fertility free of pregnancy. There is a need for more high quality, adequately powered, well-designed randomised controlled clinical trials in this field.",0.0,0.0,0.0,0.0
CD001263,,"There is no evidence to support the use of fibrin glue as a alternative to conventional surgical techniques for reducing the duration of post-surgical air leaks, the time to chest tube removal or the hospital stay in patients undergoing pulmonary resections. Nevertheless, there is insufficient evidence to determine which method of surgical technique is the most effective and safe for reducing postoperative air leaks after lung resections.",0.0,0.0,0.0,0.0
CD006089,,"Inhaled steroids appears to have a beneficial effect on sputum production in people with bronchiectasis. However, there is insufficient evidence to recommend the use of ICS for the treatment of bronchiectasis. There is a need for further high quality randomised controlled trials with long-term follow up to evaluate the effects of ICS on exacerbations and quality of life.",0.0,0.0,0.0,0.0
CD007570,,"For women with moderate to severe uterine pain, NSAIDs may be more effective than placebo, and less effective than aspirin. There was no evidence of a difference in analgesic efficacy between NSAIDs and other commonly used analgesics.",0.0,0.0,0.0,0.0
CD002238,,"There is insufficient evidence to support the routine use of varicocelectomy as a treatment for clinical subclinical varicocele. In infertile men with a subclinical varicocele, there was no significant increase in the risk of pregnancy rate in the treatment group. There was no evidence of a difference in pregnancy rates between the two treatments, although the difference was not statistically significant.
[Note: The 13 citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD005555,,"There is insufficient evidence to support the use of expectant management for women with preterm rupture of the membranes. There is no clear evidence that immediate induction of labour is associated with fewer maternal infections and fewer perinatal mortality than expectant management alone.
[Note: The four citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD001929,,"There is no evidence that nebulised nebulised beta-2 agonist corticosteroids are more effective than saline placebo in decreasing the resolution of respiratory symptoms in infants with acute viral bronchiolitis, but there is insufficient evidence to conclude that it is more effective in reducing the duration of hospital admission and the need for hospital stay. There is a need for further well designed randomised controlled trials with long-term follow-up to determine the optimal timing and duration of therapy for bronchiolitis.",0.0,0.0,0.0,0.0
CD006201,,"There is insufficient evidence to support or refute the routine use of any one intervention for treating pain due to painful procedures in term neonates. There is a need for more high quality, adequately powered, well-designed randomised controlled trials that compare the effects of non-pharmacological methods, breastfeeding versus placebo, with regard to pain relief for term infants undergoing blood collection for routine screening of heel prick and blood sampling.",0.0,0.0,0.0,0.0
CD000503,,There is insufficient evidence to determine whether tight control of blood pressure is beneficial or harmful for the treatment of mild to moderate essential and non-ST-stage hypertension. There is a need for more randomised clinical trials with long-term follow up to determine the effect of tight control on maternal and neonatal morbidity and mortality.,0.0,0.0,0.0,0.0
CD006981,,"There is insufficient evidence to recommend the use of bracing as a brace to reduce sensitivity loss in patients with OA of the knee. There is a need for more high quality, adequately powered, well-designed RCTs that compare the effectiveness of bracing with other medical treatments, such as medical treatment with subtalar strapping, parkinsonism and ankle supporters, in terms of reducing sensitivity and improving knee function in adults with OA.",0.0,0.0,0.0,0.0
CD008739,,"The available evidence suggests that alfacalcidol reduced the risk of all-cause deaths in patients with pre-dialysis secondary hyperparathyroidism when compared with placebo. Calcitriol may be more effective than vitamin D in achieving a significant decrease in serum calcium and parathyroid hormone levels in the first three months after the administration of treatment. There was no evidence of a difference in the incidence of adverse events between alfacalcidol and vitamin D. There is a need for more high quality, well-designed randomised controlled trials with long-term follow up to determine which patients are most likely to benefit from this treatment.",0.0,0.0,0.0,0.0
CD008326,,"There is insufficient evidence to support the use of electrical stimulation for the treatment of Bell's palsy. There is a need for more high quality, well-designed randomised controlled trials with adequate numbers of participants, focusing on the possible benefits and harms of this intervention. Further well designed trials with low risk of systematic error and adequate sample sizes are needed.",0.0,0.0,0.0,0.0
CD002140,,"There is no evidence to support the use of AVA as an effective vaccination for pre-exposure prophylaxis in healthy adults. Intramuscular administration of AVA is associated with fewer injection site adverse events. There is insufficient evidence to determine whether or not AVA is more effective than licensed vaccination in preventing injection site infections or immunogenicity pain immediately post-exposure. However, there is a need for well-designed, adequately powered, high quality randomised controlled trials with long-term outcomes that are conducted before firm recommendations for clinical practice can be made regarding its safety and efficacy.",0.0,0.0,0.0,0.0
CD006860,,There is currently no evidence to support the routine use of low-dose cyclosporine to treat patients with active Crohn's disease. There is a need for more randomised clinical trials.,0.0,0.0,0.0,0.0
CD003289,,"There is no evidence to support the use of fat injection for the treatment of SUI due to ISD. There is a need for further well designed, adequately powered randomised controlled trials with long-term follow up to determine which patients are most likely to benefit from this treatment.",0.0,0.0,0.0,0.0
CD001888,,"Subcutaneous-dose UFH is as effective and safe as low-molecular-weight UFH in the initial treatment of patients with acute venous thromboembolism. There was no evidence of a difference in the incidence of non-fatal pulmonary embolism when compared to continuous intravenous UFH. However, LMWH administered subcutaneously by an initial dose of 15-000 U/kg followed by a fixed dose of 250-100 ml/kg for six days is associated with a significant reduction in the risk of recurrent VTE and major bleeding.",0.0,0.0,0.0,0.0
CD008635,,"There is insufficient evidence to determine whether or not IMNapism is effective in treating sickle-cell disease as an adjunctive treatment for pain attacks, or whether its use is safe or effective as an adjunct to first-line treatment in the short-term, or in preventing pain attacks in the long-term. S Laparoscopy and priapism appear to be safe and may be beneficial in treating patients with sickle-back disease.
[Note: The 12 citations in the awaiting classification section of the review may alter the conclusions drawn from the review once assessed.]",0.0,0.0,0.0,0.0
CD006075,,"There is insufficient evidence to support the use of intramuscular or intravenous quinine for treating severe malaria in children and adolescents. Large, well-designed, randomised controlled trials are needed to confirm or refute the effectiveness and safety of the intramuscular and intravenous quinine regimen for treating children with cerebral malaria in areas where intravenous administration is delayed or is impossible.
[Note: The six citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD004588,,"There is insufficient evidence to support the use of stretching as a treatment for patellofemoral pain. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up to determine the effect of taping on pain and function.",0.0,0.0,0.0,0.0
CD005376,,"There is some evidence that multidisciplinary community based rehabilitation is an effective treatment for people with TBI, but it is not associated with a significant reduction in the length of time spent in the short term after injury. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with longer follow up periods that explicitly address the effect of multidisciplinary rehabilitation on long-term outcome.",0.0,0.0,0.0,0.0
CD009497,,"There is insufficient evidence from randomised trials to determine whether or not clear, or harmful, the use of Zhixue Baotaiensis for threatened miscarriage improves bleeding in women with dark area surrounding pregnancy. Further well designed RCTs are needed to assess the effects of this intervention on the short- or long-term fetus protection of women with threatened miscarriage.",0.0,0.0,0.0,0.0
CD008933,,"There is no evidence that flosequinan has a beneficial effect on mortality when compared with placebo in patients with mild to moderate heart failure. There is a small but statistically significant increase in the risk of adverse events associated with the use of phosphodiesterase III-inhibitor drugs. However, due to the small number of trials included in this review, there is insufficient evidence to determine the long-term benefit or harm from the phosphodiesterase II inhibitor when compared to other medical treatments including diuretics, digoxin, diuretics, and β2-agonists.",0.0,0.0,0.0,0.0
CD005451,,"There is some evidence that acupuncture is superior to placebo in the short-term treatment of acute and chronic LBP, but there is no evidence of a difference in pain relief between acupuncture and placebo. There is a need for further well designed randomised controlled trials with long-term follow up to determine the effectiveness of acupuncture for these patients.",0.0,0.0,0.0,0.0
CD000459,,"Dienogest was more effective than oral contraceptive alone for the treatment of pain associated with endometriosis, but less effective than placebo. Dienogest was associated with a significant reduction in pain relief and a significant improvement in symptom scores. There was no evidence of a difference in the incidence of side effects between the two drugs. More research is needed on the long-term effectiveness and safety of Dienogest as an effective treatment for endometriosis.",0.0,0.0,0.0,0.0
CD000025,,"There is insufficient evidence to determine whether the routine use of dexamethasone is beneficial for treating cerebral malaria. A large scale, randomised controlled trial conducted over a greater period of time is required to determine the efficacy of this therapy for cerebral malaria survivors.",0.0,0.0,0.0,0.0
CD005495,,"There is no evidence to support or refute the use of early immunosuppressive agents to reduce the risk of recurrence of Graves' disease in patients with successful restoration of euthyroid function. Antithyroid drugs are effective in reducing relapse within two to six months post-treatment but there is insufficient evidence to recommend its use. There is a need for further well designed, adequately powered randomised controlled trials with long-term follow up to determine which patients are most likely to benefit from treatment.",0.0,0.0,0.0,0.0
CD004168,,"There is insufficient evidence to support or refute the routine use of interferon alpha in the treatment of chronic hepatitis D. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up to determine its efficacy.",0.0,0.0,0.0,0.0
CD004602,,The evidence suggests that Ty21a vaccines are more effective than placebo in preventing moderate-to-severe typhoid fever and are less effective in healthy children than for those young children. There is no evidence to support the use of a specific vaccine for preventing severe typhoid fever in high-income countries. Further well designed RCTs are needed to confirm or refute the clinical utility of the vaccines.,0.0,0.0,0.0,0.0
CD007031,,"There is some evidence that secondary surgery significantly reduced overall survival in the short-term treatment of patients with recurrent epithelial ovarian cancer. However, secondary surgery was associated with a significant reduction in the risk of recurrence (P = 7.9 months) and a significant improvement in overall survival (R = 13.5 months) when compared to chemotherapy alone. There was no evidence of a difference in OS between the two approaches. Further research is needed to identify the long-term effects of secondary surgery on survival in these patients.",0.0,0.0,0.0,0.0
CD007954,,"There is insufficient evidence to recommend the use of hypnosis as an effective treatment for people with persistent, progressive, or progressive motor symptoms. However, the available evidence is not robust enough to make recommendations for practice. There is a need for well designed, adequately powered, high quality randomised controlled trials with long-term follow up to assess the effectiveness of hypnosis in this patient population.",0.0,0.0,0.0,0.0
CD005187,,There is insufficient evidence to recommend that induction therapy with three or four drugs reduces the risk of virologic failure following maintenance therapy for HIV infection. There is a need for more high quality randomised controlled trials investigating the long-term effects of induction therapy followed by maintenance therapy with either HAART or antiretroviral therapy.,0.0,0.0,0.0,0.0
